pixel_id,class_name,zone,lon,lat,soil_ph,soil_clay,soil_organic,.geo
0000000000000000088d,Rice,1,-90.72741618011136,35.6657229159931,6.0,22,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.72991864062256,35.649497516818556]}"
0000000000000000088e,Rice,1,-90.77017895921391,35.67578264796968,6.1,22,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.77483440482852,35.69441328102453]}"
0000000000000000088f,Rice,1,-90.39252431369441,35.611286210332636,6.1,36,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.37059252697475,35.60458175261258]}"
00000000000000000890,Rice,1,-90.42343034309584,35.50833894431173,6.0,29,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.41550829118073,35.514750224200625]}"
00000000000000000891,Rice,1,-90.74412889085967,35.57283538194877,5.6,14,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.72991864062256,35.55966598840661]}"
00000000000000000892,Rice,1,-90.73891620172819,35.64344524713008,6.0,22,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.72991864062256,35.649497516818556]}"
00000000000000000893,Rice,1,-90.5448784193875,35.49773520200663,6.2,31,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.55025558379864,35.514750224200625]}"
00000000000000000894,Rice,1,-90.74807965439302,35.61846982212973,5.8,16,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.72991864062256,35.60458175261258]}"
00000000000000000895,Rice,1,-90.78958050789744,35.69572374788068,6.1,22,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.77483440482852,35.69441328102453]}"
00000000000000000896,Rice,1,-90.43115350612041,35.57625105335571,6.2,21,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.41550829118073,35.55966598840661]}"
00000000000000000897,Rice,1,-90.78239689610035,35.72321410587518,6.1,22,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.77483440482852,35.739329045230505]}"
00000000000000000898,Rice,1,-90.78131779364541,35.59708843257846,6.1,27,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.77483440482852,35.60458175261258]}"
00000000000000000899,Rice,1,-90.78077824241794,35.600504103985394,6.1,27,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.77483440482852,35.60458175261258]}"
0000000000000000089a,Rice,1,-90.77323344343552,35.59781080694913,6.1,27,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.77483440482852,35.60458175261258]}"
0000000000000000089b,Rice,1,-90.77323344343552,35.77765081153565,5.7,15,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.77483440482852,35.78424480943649]}"
0000000000000000089c,Rice,1,-90.79479319702892,35.60391977539234,6.1,27,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.77483440482852,35.60458175261258]}"
0000000000000000089d,Rice,1,-90.74233187313513,35.6752430967422,6.1,24,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.72991864062256,35.69441328102453]}"
0000000000000000089e,Rice,1,-90.34671150947132,35.533309910211024,6.1,39,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.32567676276877,35.514750224200625]}"
0000000000000000089f,Rice,1,-90.2180753622815,35.47941275577802,6.0,36,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.23584523435682,35.46983445999465]}"
000000000000000008a0,Rice,1,-90.5538635080102,35.55864206329566,6.3,21,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.55025558379864,35.55966598840661]}"
000000000000000008a1,Rice,1,-90.77053568729818,35.670752781981385,6.1,22,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.77483440482852,35.649497516818556]}"
000000000000000008a2,Rice,1,-90.7613766937344,35.67183188443632,6.1,22,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.77483440482852,35.649497516818556]}"
000000000000000008a3,Rice,1,-90.7694610439443,35.53421064862382,5.9,20,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.77483440482852,35.514750224200625]}"
000000000000000008a4,Rice,1,-90.22022910809032,35.57445403563117,6.1,41,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.23584523435682,35.55966598840661]}"
000000000000000008a5,Rice,1,-90.3371913287222,35.5345673767081,6.1,39,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.32567676276877,35.514750224200625]}"
000000000000000008a6,Rice,1,-90.3664742453402,35.51929495560005,5.8,42,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.37059252697475,35.514750224200625]}"
000000000000000008a7,Rice,1,-90.35389958036946,35.526121839312864,5.8,42,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.37059252697475,35.514750224200625]}"
000000000000000008a8,Rice,1,-90.77377299466298,35.48623963949084,6.0,24,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.77483440482852,35.46983445999465]}"
000000000000000008a9,Rice,1,-90.75023340020184,35.66464381353816,6.0,22,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.72991864062256,35.649497516818556]}"
000000000000000008aa,Rice,1,-90.391989221568,35.54013679392385,6.2,22,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.37059252697475,35.55966598840661]}"
000000000000000008ab,Rice,1,-90.4354654568391,35.550196525900425,6.2,21,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.41550829118073,35.55966598840661]}"
000000000000000008ac,Rice,1,-90.78059987837581,35.77333886081696,5.7,15,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.77483440482852,35.78424480943649]}"
000000000000000008ad,Rice,1,-90.33773087994967,35.65835648105281,6.1,28,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.32567676276877,35.649497516818556]}"
000000000000000008ae,Rice,1,-90.77179315379524,35.480670222275094,6.0,24,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.77483440482852,35.46983445999465]}"
000000000000000008af,Rice,1,-90.77592674047179,35.6553019968312,6.1,22,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.77483440482852,35.649497516818556]}"
000000000000000008b0,Rice,1,-90.77449090993258,35.67164906129313,6.1,22,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.77483440482852,35.649497516818556]}"
000000000000000008b1,Rice,1,-90.79155588966412,35.7832202287514,5.7,15,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.77483440482852,35.78424480943649]}"
000000000000000008b2,Rice,1,-90.3375480568065,35.52702257772567,6.1,39,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.32567676276877,35.514750224200625]}"
000000000000000008b3,Rice,1,-90.78113942960327,35.70650585422791,6.1,22,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.77483440482852,35.69441328102453]}"
000000000000000008b4,Rice,1,-90.36719216060979,35.49989340691649,5.8,42,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.37059252697475,35.514750224200625]}"
000000000000000008b5,Rice,1,-90.7798819631062,35.666440831262705,6.1,22,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.77483440482852,35.649497516818556]}"
000000000000000008b6,Rice,1,-90.78814467735823,35.76112092393053,6.1,22,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.77483440482852,35.739329045230505]}"
000000000000000008b7,Rice,1,-90.72957438502122,35.692134171532665,6.1,24,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.72991864062256,35.69441328102453]}"
000000000000000008b8,Rice,1,-90.29712630575699,35.48210605281431,6.2,33,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.2807609985628,35.46983445999465]}"
000000000000000008b9,Rice,1,-90.77215434098058,35.6768617504246,6.1,22,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.77483440482852,35.69441328102453]}"
000000000000000008ba,Rice,1,-90.73460425100951,35.64865347716051,6.0,22,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.72991864062256,35.649497516818556]}"
000000000000000008bb,Rice,1,-90.34204283066835,35.53205244371395,6.1,39,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.32567676276877,35.514750224200625]}"
000000000000000008bc,Rice,1,-90.77466927397472,35.74728879246273,6.1,22,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.77483440482852,35.739329045230505]}"
000000000000000008bd,Rice,1,-90.22417987162368,35.624578790572954,6.1,35,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.23584523435682,35.60458175261258]}"
000000000000000008be,Rice,1,-90.75436698687838,35.61900937335721,6.1,27,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.77483440482852,35.60458175261258]}"
000000000000000008bf,Rice,1,-90.77017895921391,35.6939311892572,6.1,22,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.77483440482852,35.69441328102453]}"
000000000000000008c0,Rice,1,-90.63309727462887,35.829394220159834,6.1,22,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.64008711221061,35.82916057364246]}"
000000000000000008c1,Rice,1,-90.47948124333766,35.514626276797095,6.1,25,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.4604240553867,35.514750224200625]}"
000000000000000008c2,Rice,1,-90.22094702335993,35.63553926096232,6.1,23,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.23584523435682,35.649497516818556]}"
000000000000000008c3,Rice,1,-90.39630117228668,35.5908011000931,6.1,30,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.41550829118073,35.60458175261258]}"
000000000000000008c4,Rice,1,-90.76406999077068,35.672010248478465,6.1,22,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.77483440482852,35.69441328102453]}"
000000000000000008c5,Rice,1,-90.22130821054525,35.556305494343654,6.1,41,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.23584523435682,35.55966598840661]}"
000000000000000008c6,Rice,1,-90.37455859555008,35.514265089611754,5.8,42,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.37059252697475,35.514750224200625]}"
000000000000000008c7,Rice,1,-90.70478178316407,35.67614383515501,5.6,17,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.68500287641658,35.69441328102453]}"
000000000000000008c8,Rice,1,-90.25831874928885,35.560978632247654,6.2,40,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.2807609985628,35.55966598840661]}"
000000000000000008c9,Rice,1,-90.29604720330207,35.50815612116854,6.2,32,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.2807609985628,35.514750224200625]}"
000000000000000008ca,Rice,1,-90.23927392868958,35.530794977216864,6.1,36,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.23584523435682,35.514750224200625]}"
000000000000000008cb,Rice,1,-90.43869830510285,35.54983979781614,6.1,25,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.4604240553867,35.55966598840661]}"
000000000000000008cc,Rice,1,-90.76460954199815,35.684406549407036,6.1,22,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.77483440482852,35.69441328102453]}"
000000000000000008cd,Rice,1,-90.21465969087456,35.49881430446157,6.1,36,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.23584523435682,35.514750224200625]}"
000000000000000008ce,Rice,1,-90.35372121632733,35.5466069495524,6.2,22,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.37059252697475,35.55966598840661]}"
000000000000000008cf,Rice,1,-90.78545138032196,35.75968509339131,6.1,22,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.77483440482852,35.739329045230505]}"
000000000000000008d0,Rice,1,-90.73837665050073,35.70003569859937,6.1,24,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.72991864062256,35.69441328102453]}"
000000000000000008d1,Rice,1,-90.7042422319366,35.70902078722205,5.6,17,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.68500287641658,35.69441328102453]}"
000000000000000008d2,Rice,1,-90.5296104573805,35.47725455086815,6.0,37,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.55025558379864,35.46983445999465]}"
000000000000000008d3,Rice,1,-90.39091011911306,35.48210605281431,6.1,22,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.37059252697475,35.46983445999465]}"
000000000000000008d4,Rice,1,-90.60219124522743,35.51282925907255,6.2,26,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.59517134800463,35.514750224200625]}"
000000000000000008d5,Rice,1,-90.77664465574139,35.600682468027536,6.1,27,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.77483440482852,35.60458175261258]}"
000000000000000008d6,Rice,1,-90.2141201396471,35.58415703952347,6.1,35,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.23584523435682,35.60458175261258]}"
000000000000000008d7,Rice,1,-90.39234594965227,35.6123608536865,6.1,36,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.37059252697475,35.60458175261258]}"
000000000000000008d8,Rice,1,-90.77017895921391,35.59708843257846,6.1,27,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.77483440482852,35.60458175261258]}"
000000000000000008d9,Rice,1,-90.24735827889948,35.59116228727843,6.1,35,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.23584523435682,35.60458175261258]}"
000000000000000008da,Rice,1,-90.20208502590384,35.55864206329565,6.1,32,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.19092947015083,35.55966598840661]}"
000000000000000008db,Rice,1,-90.70657880088861,35.74674924123527,5.4,16,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.68500287641658,35.739329045230505]}"
000000000000000008dc,Rice,1,-90.42235124064092,35.46467988589743,6.0,32,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.41550829118073,35.46983445999465]}"
000000000000000008dd,Rice,1,-90.78203570891502,35.55235473081029,6.1,25,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.77483440482852,35.55966598840661]}"
000000000000000008de,Rice,1,-90.31509202390133,35.521274796467765,6.1,39,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.32567676276877,35.514750224200625]}"
000000000000000008df,Rice,1,-90.52242238648235,35.460546299220894,6.0,39,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.50533981959268,35.46983445999465]}"
000000000000000008e0,Rice,1,-90.46403045818747,35.48408143458098,5.9,38,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.4604240553867,35.46983445999465]}"
000000000000000008e1,Rice,1,-90.75526772529118,35.688718500125724,6.1,22,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.77483440482852,35.69441328102453]}"
000000000000000008e2,Rice,1,-90.73065348747616,35.74369475701366,5.9,18,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.72991864062256,35.739329045230505]}"
000000000000000008e3,Rice,1,-90.78958050789744,35.631227310243645,6.1,22,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.77483440482852,35.649497516818556]}"
000000000000000008e4,Rice,1,-90.78940214385531,35.658534845094955,6.1,22,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.77483440482852,35.649497516818556]}"
000000000000000008e5,Rice,1,-90.29245316785298,35.55253309485243,6.2,40,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.2807609985628,35.55966598840661]}"
000000000000000008e6,Rice,1,-90.35048390896252,35.56870179527222,6.2,22,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.37059252697475,35.55966598840661]}"
000000000000000008e7,Rice,1,-90.73999530418314,35.617033991590525,5.8,16,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.72991864062256,35.60458175261258]}"
000000000000000008e8,Rice,1,-90.721128847626,35.72662977728212,5.9,18,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.72991864062256,35.739329045230505]}"
000000000000000008e9,Rice,1,-90.79173871280732,35.723392469917314,6.1,22,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.77483440482852,35.739329045230505]}"
000000000000000008ea,Rice,1,-90.56518070648383,35.525586747186466,6.2,31,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.55025558379864,35.514750224200625]}"
000000000000000008eb,Rice,1,-90.2592150286006,35.57068163613995,6.2,40,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.2807609985628,35.55966598840661]}"
000000000000000008ec,Rice,1,-90.75293115633917,35.61990565266895,6.1,27,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.77483440482852,35.60458175261258]}"
000000000000000008ed,Rice,1,-90.78203570891502,35.52271062700699,5.9,20,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.77483440482852,35.514750224200625]}"
000000000000000008ee,Rice,1,-90.68717279310401,35.688178948898255,5.6,17,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.68500287641658,35.69441328102453]}"
000000000000000008ef,Rice,1,-90.29227480381084,35.608766818237434,6.1,27,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.2807609985628,35.60458175261258]}"
000000000000000008f0,Rice,1,-90.39971238459256,35.58936526955389,6.1,30,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.41550829118073,35.60458175261258]}"
000000000000000008f1,Rice,1,-90.72705945202708,35.66841621302938,6.0,22,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.72991864062256,35.649497516818556]}"
000000000000000008f2,Rice,1,-90.77628792765712,35.65889603228028,6.1,22,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.77483440482852,35.649497516818556]}"
000000000000000008f3,Rice,1,-90.25310606015738,35.55972116575059,6.1,41,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.23584523435682,35.55966598840661]}"
000000000000000008f4,Rice,1,-90.74430725490181,35.5886473542843,5.8,16,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.72991864062256,35.60458175261258]}"
000000000000000008f5,Rice,1,-90.77269389220804,35.46917020065826,6.0,24,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.77483440482852,35.46983445999465]}"
000000000000000008f6,Rice,1,-90.59123523393912,35.54983979781615,6.3,20,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.59517134800463,35.55966598840661]}"
000000000000000008f7,Rice,1,-90.224541058809,35.65907439632241,6.1,23,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.23584523435682,35.649497516818556]}"
000000000000000008f8,Rice,1,-90.25688291874964,35.505462824132266,6.1,36,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.23584523435682,35.514750224200625]}"
000000000000000008f9,Rice,1,-90.20082755940678,35.60876681823743,5.9,40,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.19092947015083,35.60458175261258]}"
000000000000000008fa,Rice,1,-90.60255243241278,35.50348744236558,6.2,26,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.59517134800463,35.514750224200625]}"
000000000000000008fb,Rice,1,-90.75939685286667,35.45192239778353,6.0,24,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.77483440482852,35.46983445999465]}"
000000000000000008fc,Rice,1,-90.60883976489812,35.810710586745884,6.0,17,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.59517134800463,35.82916057364246]}"
000000000000000008fd,Rice,1,-90.69956909403258,35.670752781981385,5.4,15,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.68500287641658,35.649497516818556]}"
000000000000000008fe,Rice,1,-90.24502170994748,35.573196569134105,6.1,41,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.23584523435682,35.55966598840661]}"
000000000000000008ff,Rice,1,-90.63956297115637,35.637153455543675,5.7,17,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.64008711221061,35.649497516818556]}"
00000000000000000900,Rice,1,-90.75059458738717,35.65476244560372,6.0,22,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.72991864062256,35.649497516818556]}"
00000000000000000901,Rice,1,-90.75167368984211,35.67093114602353,6.0,22,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.72991864062256,35.649497516818556]}"
00000000000000000902,Rice,1,-90.24124931045625,35.61415787141105,6.1,35,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.23584523435682,35.60458175261258]}"
00000000000000000903,Rice,1,-90.20872908647348,35.623499688118024,5.9,40,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.19092947015083,35.60458175261258]}"
00000000000000000904,Rice,1,-90.71448032795531,35.705248387730855,6.1,24,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.72991864062256,35.69441328102453]}"
00000000000000000905,Rice,1,-90.41390570324569,35.57876598634984,6.2,21,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.41550829118073,35.55966598840661]}"
00000000000000000906,Rice,1,-90.76963940798643,35.590983923236294,6.1,27,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.77483440482852,35.60458175261258]}"
00000000000000000907,Rice,1,-90.77035732325604,35.72590740291146,6.1,22,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.77483440482852,35.739329045230505]}"
00000000000000000908,Rice,1,-90.78670884681904,35.782502313481785,5.7,15,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.77483440482852,35.78424480943649]}"
00000000000000000909,Rice,1,-90.75885730163921,35.567983880002615,6.1,25,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.77483440482852,35.55966598840661]}"
0000000000000000090a,Rice,1,-90.69310339750508,35.6826095316825,5.6,17,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.68500287641658,35.69441328102453]}"
0000000000000000090b,Rice,1,-90.3043099175541,35.496477735509565,6.1,39,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.32567676276877,35.514750224200625]}"
0000000000000000090c,Rice,1,-90.370964560101,35.52540392404326,5.8,42,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.37059252697475,35.514750224200625]}"
0000000000000000090d,Rice,1,-90.72939602097908,35.75142237913928,5.9,18,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.72991864062256,35.739329045230505]}"
0000000000000000090e,Rice,1,-90.78688721086117,35.543191278145464,6.1,25,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.77483440482852,35.55966598840661]}"
0000000000000000090f,Rice,1,-90.21448132683243,35.561339819432995,6.1,41,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.23584523435682,35.55966598840661]}"
00000000000000000910,Rice,1,-90.23082839129435,35.54552784709747,6.1,41,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.23584523435682,35.55966598840661]}"
00000000000000000911,Rice,1,-90.75328788442344,35.737046237342966,6.1,22,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.77483440482852,35.739329045230505]}"
00000000000000000912,Rice,1,-90.27825984919986,35.58918690551176,6.1,27,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.2807609985628,35.60458175261258]}"
00000000000000000913,Rice,1,-90.38983101665814,35.4797694838623,6.1,22,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.37059252697475,35.46983445999465]}"
00000000000000000914,Rice,1,-90.77143642571097,35.54912188254655,6.1,25,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.77483440482852,35.55966598840661]}"
00000000000000000915,Rice,1,-90.57182922615452,35.51624047137843,6.2,31,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.55025558379864,35.514750224200625]}"
00000000000000000916,Rice,1,-90.39971238459256,35.58559287006267,6.1,30,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.41550829118073,35.60458175261258]}"
00000000000000000917,Rice,1,-90.46582747591201,35.4725858720652,5.9,38,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.4604240553867,35.46983445999465]}"
00000000000000000918,Rice,1,-90.27520536497825,35.46917020065827,6.2,33,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.2807609985628,35.46983445999465]}"
00000000000000000919,Rice,1,-90.52529850666181,35.45210076182567,6.0,39,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.50533981959268,35.46983445999465]}"
0000000000000000091a,Rice,1,-90.75706474301572,35.73614995803123,6.1,22,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.77483440482852,35.739329045230505]}"
0000000000000000091b,Rice,1,-90.76353043954322,35.50833894431173,5.9,20,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.77483440482852,35.514750224200625]}"
0000000000000000091c,Rice,1,-90.74951548493223,35.59601378922458,5.8,16,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.72991864062256,35.60458175261258]}"
0000000000000000091d,Rice,1,-90.76676328780697,35.52180988859419,5.9,20,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.77483440482852,35.514750224200625]}"
0000000000000000091e,Rice,1,-90.73819828645858,35.649732579615446,6.0,22,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.72991864062256,35.649497516818556]}"
0000000000000000091f,Rice,1,-90.2928143550383,35.4989926685037,6.2,32,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.2807609985628,35.514750224200625]}"
00000000000000000920,Rice,1,-90.20406040767054,35.561696547517265,6.1,32,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.19092947015083,35.55966598840661]}"
00000000000000000921,Rice,1,-90.59536436151461,35.66518336476563,6.2,20,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.59517134800463,35.649497516818556]}"
00000000000000000922,Rice,1,-90.61674575106588,35.48318515526924,6.1,38,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.59517134800463,35.46983445999465]}"
00000000000000000923,Rice,1,-90.61243380034722,35.84053305459134,6.0,17,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.59517134800463,35.82916057364246]}"
00000000000000000924,Rice,1,-90.59213151325086,35.55235473081029,6.3,20,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.59517134800463,35.55966598840661]}"
00000000000000000925,Rice,1,-90.34096372821341,35.49306652320367,6.1,39,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.32567676276877,35.514750224200625]}"
00000000000000000926,Rice,1,-90.34904807842331,35.538339776199315,6.2,22,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.37059252697475,35.55966598840661]}"
00000000000000000927,Rice,1,-90.51182310327832,35.48174486562898,6.0,39,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.50533981959268,35.46983445999465]}"
00000000000000000928,Rice,1,-90.41552435692809,35.55756296084071,6.2,21,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.41550829118073,35.55966598840661]}"
00000000000000000929,Rice,1,-90.53086792387758,35.60804890296783,6.2,21,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.55025558379864,35.60458175261258]}"
0000000000000000092a,Rice,1,-90.28526955605588,35.51785912506084,6.2,32,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.2807609985628,35.514750224200625]}"
0000000000000000092b,Rice,1,-90.3298248937819,35.55720623275644,6.2,38,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.32567676276877,35.55966598840661]}"
